exception_id,level,invoice_number,po_number,grn_number,exception_type,message,severity,context_json
3765d075-9ef3-453d-9c74-5a86bf0673a9,INVOICE,INV20000,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20000"", ""line_number"": ""3""}"
4fc1c6c5-cb7d-4c91-add4-a42333b61cd7,INVOICE,INV20000,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20000"", ""line_number"": ""4""}"
01e3aef2-ec32-483a-a3da-03f5550ad78e,INVOICE,INV20028,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20028"", ""line_number"": ""1""}"
3fc09993-476d-4464-9a0c-89924511e6cb,INVOICE,INV20028,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20028"", ""line_number"": ""2""}"
7172a71b-dd34-40de-b5a9-f639105957f7,INVOICE,invoice_number,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""invoice_number"", ""line_number"": ""line_number""}"
6b72da46-5e93-4127-8867-92f3b892fc61,INVOICE,INV20025,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20025"", ""line_number"": ""1""}"
da7aff07-f247-45a4-bb8e-a4eb98980226,INVOICE,INV20025,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20025"", ""line_number"": ""2""}"
b5bb0861-615b-43cf-a09b-94358d55628c,INVOICE,INV20031,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20031"", ""line_number"": ""1""}"
d742773f-0bd9-481e-8528-36179594e525,INVOICE,INV20233,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20233"", ""line_number"": ""1""}"
4acd02eb-872c-4bed-97ea-464a536ef5d3,INVOICE,INV20233,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20233"", ""line_number"": ""2""}"
280b137b-3e53-4f6a-86fd-ec476cd75b14,INVOICE,INV20227,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20227"", ""line_number"": ""1""}"
b51d8f10-58d1-49a0-994f-54cd21f944f8,INVOICE,INV20227,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20227"", ""line_number"": ""2""}"
4c80e0eb-4fad-4586-843c-1c5e100c2f09,INVOICE,INV20227,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20227"", ""line_number"": ""3""}"
9937e349-706f-4b8b-9e6c-1f15dc18e7d8,INVOICE,INV20178,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20178"", ""line_number"": ""1""}"
d497e33e-f16a-4853-8d93-9be1dfd849df,INVOICE,INV20179,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20179"", ""line_number"": ""1""}"
ebfff186-d4dd-4a88-a563-95f4c198b555,INVOICE,INV20179,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20179"", ""line_number"": ""2""}"
087e4a0a-17cf-4062-9124-e5bd300d4ad0,INVOICE,INV20179,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20179"", ""line_number"": ""3""}"
b027b598-1beb-445d-91c4-16fb44e517ba,INVOICE,INV20193,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20193"", ""line_number"": ""1""}"
110ebbcd-ec64-44af-9e40-06526947f722,INVOICE,INV20193,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20193"", ""line_number"": ""2""}"
f88f0296-af8e-48c7-a66f-31946041f94a,INVOICE,INV20438,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20438"", ""line_number"": ""1""}"
b5b75530-d695-4b03-9190-3f1f1e339795,INVOICE,INV20438,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20438"", ""line_number"": ""2""}"
b0ba7515-e1c6-44ad-99d0-4a467869d582,INVOICE,INV20438,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20438"", ""line_number"": ""3""}"
559e64c2-ca32-4038-a02c-11da79f39d32,INVOICE,INV20216,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20216"", ""line_number"": ""1""}"
8f6a9fc8-1157-451b-a8ab-98230f8b0e54,INVOICE,INV20216,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20216"", ""line_number"": ""2""}"
7ecb7a19-2eb6-496e-9a19-9ac8c05a30d1,INVOICE,INV20216,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20216"", ""line_number"": ""3""}"
b5511bf0-5659-49ee-bd79-7a222186df8e,INVOICE,INV20028,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20028"", ""line_number"": ""1""}"
a36e74f3-faf5-48ee-b02a-65b6ce70e5b8,INVOICE,INV20028,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20028"", ""line_number"": ""2""}"
87781c70-0df4-49ee-a77c-68ffeb05c9f4,INVOICE,INV20202,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20202"", ""line_number"": ""1""}"
34493f83-d95c-46e2-b162-32e0b7d7df4e,INVOICE,INV20202,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20202"", ""line_number"": ""2""}"
49878d5b-01ca-437e-b580-3a9c4cd27a89,INVOICE,INV20202,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20202"", ""line_number"": ""3""}"
00c9954d-7ad4-4464-b742-e2a779a71ba0,INVOICE,INV20202,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20202"", ""line_number"": ""4""}"
77d7af68-736e-4317-b6d2-b04916f1dec8,INVOICE,INV20000,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20000"", ""line_number"": ""1""}"
19805b88-f3e5-4f8e-9694-aa93e5c9d48c,INVOICE,INV20000,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20000"", ""line_number"": ""2""}"
c7e7c1e2-9dab-4d54-8553-2ffe091b8438,INVOICE,INV20000,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20000"", ""line_number"": ""3""}"
dc73578a-b625-4fe6-ad4a-6e44c1f7e5a6,INVOICE,INV20000,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20000"", ""line_number"": ""4""}"
ff0a1814-18e4-4518-b5f0-ef17fda294b8,INVOICE,invoice_number,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""invoice_number"", ""line_number"": ""line_number""}"
89579d15-67f6-4bf8-b8c3-485ff763b6f1,INVOICE,INV20025,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20025"", ""line_number"": ""1""}"
5f6034c7-62bd-416a-a74f-c802e51d8d5b,INVOICE,INV20025,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20025"", ""line_number"": ""2""}"
b81156ce-f10b-44e8-a93d-33f0d984f084,INVOICE,INV20031,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20031"", ""line_number"": ""1""}"
58baae63-451e-4a0c-a48c-9f01a310af4e,INVOICE,INV20233,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20233"", ""line_number"": ""1""}"
bb072f27-cb6c-4298-abef-90853165ce29,INVOICE,INV20233,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20233"", ""line_number"": ""2""}"
85848c8b-27c5-4659-95f7-b9c09014810f,INVOICE,INV20227,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20227"", ""line_number"": ""1""}"
5f16e197-f135-4d8c-a9c3-8b6d9c69d55c,INVOICE,INV20227,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20227"", ""line_number"": ""2""}"
0eb16ce4-6b38-4703-b7b5-caa45ea58157,INVOICE,INV20227,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20227"", ""line_number"": ""3""}"
e2ce62bf-4212-482c-aad6-8805bcb5e109,INVOICE,INV20179,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20179"", ""line_number"": ""1""}"
17f4de4a-bb3f-4ac0-832d-1488eef831c2,INVOICE,INV20179,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20179"", ""line_number"": ""2""}"
f2d03ff9-f363-49fa-861e-c69dd9d83c60,INVOICE,INV20179,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20179"", ""line_number"": ""3""}"
a15ca7fa-b29c-40c7-909c-d6963ba310b9,INVOICE,INV20193,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20193"", ""line_number"": ""1""}"
e4bea621-d30c-41be-abb3-3411b36d3fcf,INVOICE,INV20193,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20193"", ""line_number"": ""2""}"
a626db19-24ea-4366-b452-9dec2db6a1a3,INVOICE,INV20178,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20178"", ""line_number"": ""1""}"
676ec2f3-356a-45e5-b365-128bf81b4a88,INVOICE,INV20438,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20438"", ""line_number"": ""1""}"
16149410-a1cc-4b10-aa86-d6c01f040888,INVOICE,INV20438,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20438"", ""line_number"": ""2""}"
b51400e5-ffeb-4f70-ad2b-00d15ec9f0a6,INVOICE,INV20438,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20438"", ""line_number"": ""3""}"
f12a8621-17b7-4b99-a851-4208bee30384,INVOICE,INV20000,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20000"", ""line_number"": ""1""}"
aaa2b05d-d362-46f0-8d45-f0afdaeb091c,INVOICE,INV20000,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20000"", ""line_number"": ""2""}"
c042606f-a748-459a-bc2f-1a8e0a065d76,INVOICE,INV20000,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20000"", ""line_number"": ""3""}"
e1904900-c62f-4245-8f63-03f6724d74a8,INVOICE,INV20000,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20000"", ""line_number"": ""4""}"
f2cdfdea-69d3-4c03-a3dd-c685ad1b9e65,INVOICE,invoice_number,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""invoice_number"", ""line_number"": ""line_number""}"
57cb4ab2-eaab-4a48-9b65-b4edbfa5a9f8,INVOICE,INV20025,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20025"", ""line_number"": ""1""}"
c07436c1-0ebb-4f02-82f2-0208ead8bf46,INVOICE,INV20025,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20025"", ""line_number"": ""2""}"
fb306097-3828-4ad7-bfe3-8b6a7f23b89d,INVOICE,INV20031,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20031"", ""line_number"": ""1""}"
e2f8a8fb-2a8c-486c-9238-f37be65a546c,INVOICE,INV20227,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20227"", ""line_number"": ""1""}"
5cfe7972-5b64-4c87-a092-71040aa06c02,INVOICE,INV20227,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20227"", ""line_number"": ""2""}"
acee9ae1-b9bc-48c3-960c-10e290d86b9b,INVOICE,INV20227,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20227"", ""line_number"": ""3""}"
ece0e64f-7921-4442-ad05-04d8e3c440bd,INVOICE,INV20233,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20233"", ""line_number"": ""1""}"
449f2495-e71a-4d33-baec-323288378487,INVOICE,INV20233,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20233"", ""line_number"": ""2""}"
e14ebe17-869d-4bbd-91e1-dd9f89f1c3c8,INVOICE,INV20193,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20193"", ""line_number"": ""1""}"
a7904844-36e9-4e7c-97c9-ea9cc80681d4,INVOICE,INV20193,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20193"", ""line_number"": ""2""}"
59e1b6bd-9fb2-49c9-87f7-f30be4590767,INVOICE,INV20179,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20179"", ""line_number"": ""1""}"
969897d0-bdd7-44ae-926f-a2b732e104b9,INVOICE,INV20179,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20179"", ""line_number"": ""2""}"
cf4ff963-44ee-4cb3-9e34-d62f2afac7cb,INVOICE,INV20179,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20179"", ""line_number"": ""3""}"
556bf831-5abb-4b43-9b5e-d38b14bf8173,INVOICE,INV20178,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20178"", ""line_number"": ""1""}"
4c4842fa-6169-4a3e-94e8-df7e65d4a71a,INVOICE,INV20438,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20438"", ""line_number"": ""1""}"
fbe600c9-6145-4206-b99c-0f068f0c353c,INVOICE,INV20438,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20438"", ""line_number"": ""2""}"
4535dd41-db07-4cc5-b2d2-31b670a8b12d,INVOICE,INV20438,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20438"", ""line_number"": ""3""}"
954fac8a-281f-4b63-af39-cbbbd9eabab6,INVOICE,INV20216,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20216"", ""line_number"": ""1""}"
7882a535-cf0a-4707-914e-e75ae8fe44bc,INVOICE,INV20216,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20216"", ""line_number"": ""2""}"
bd952eba-b683-44be-a975-690b15f38a83,INVOICE,INV20216,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20216"", ""line_number"": ""3""}"
2ca524ad-fad4-471a-a05c-586db2995f65,INVOICE,INV20000,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20000"", ""line_number"": ""1""}"
d6cfef75-bbec-40b7-b687-f2560c65eff0,INVOICE,INV20000,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20000"", ""line_number"": ""2""}"
dc50ea71-8b01-46fb-b57c-886b723e3f79,INVOICE,INV20000,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20000"", ""line_number"": ""3""}"
4b51d13f-4d53-4f58-88bd-b31ce48968bd,INVOICE,INV20000,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20000"", ""line_number"": ""4""}"
6610b02d-9ca2-4363-9350-4469c1b31e37,INVOICE,INV20202,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20202"", ""line_number"": ""1""}"
61b8100c-b85f-4931-87f5-d40af4f889ef,INVOICE,INV20202,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20202"", ""line_number"": ""2""}"
5d15a20d-f89e-40bf-a45f-4a9e32780441,INVOICE,INV20202,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20202"", ""line_number"": ""3""}"
baf726f7-4941-4579-bb35-1e34966a16a1,INVOICE,INV20202,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20202"", ""line_number"": ""4""}"
0066ab81-8ed8-4bbe-b632-6f821ed9bd3f,INVOICE,INV20028,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20028"", ""line_number"": ""1""}"
5155ed78-074d-43ed-b485-402b05053994,INVOICE,INV20028,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20028"", ""line_number"": ""2""}"
b9d741f1-13f0-4353-9272-04fb0212e352,INVOICE,invoice_number,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""invoice_number"", ""line_number"": ""line_number""}"
783da1fb-03b5-4aab-950a-b0ceea032d9a,INVOICE,INV20025,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20025"", ""line_number"": ""1""}"
a48949f7-828b-497c-95f5-931d47631cbd,INVOICE,INV20025,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20025"", ""line_number"": ""2""}"
d314abb0-4eab-4db2-88a5-d7bf1d47701b,INVOICE,INV20031,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20031"", ""line_number"": ""1""}"
28873fcc-db0b-471c-8c51-a7a2b88eac71,INVOICE,INV20227,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20227"", ""line_number"": ""1""}"
fc7593ac-4af4-4928-b772-2b8ce2f6e198,INVOICE,INV20227,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20227"", ""line_number"": ""2""}"
b59c354f-be2e-4a49-abab-9a7229894893,INVOICE,INV20227,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20227"", ""line_number"": ""3""}"
64a5d2e4-f8e6-4ddf-9f36-cc518230adaa,INVOICE,INV20233,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20233"", ""line_number"": ""1""}"
85669722-6777-40fe-bb62-6fc646306cd7,INVOICE,INV20233,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20233"", ""line_number"": ""2""}"
8159c521-ed09-4dd2-b8bf-5d67c7bd5808,INVOICE,INV20193,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20193"", ""line_number"": ""1""}"
a636ad43-70ea-4e76-be8a-cc4f7eb5e6d2,INVOICE,INV20193,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20193"", ""line_number"": ""2""}"
9eef8348-9ce8-436a-b497-6ac0ff9e2650,INVOICE,INV20179,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20179"", ""line_number"": ""1""}"
14152f7b-fe89-4d3c-bdfc-3a249852ca50,INVOICE,INV20179,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20179"", ""line_number"": ""2""}"
2ab5c911-498e-4a6d-9fcf-1b3a3f614eb7,INVOICE,INV20179,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20179"", ""line_number"": ""3""}"
dc59b303-158c-4dcd-bad8-ab0268606b51,INVOICE,INV20178,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20178"", ""line_number"": ""1""}"
a8d396fd-cc90-4a3a-81b8-8e583f936356,INVOICE,INV20438,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20438"", ""line_number"": ""1""}"
17c10458-3d4f-49db-adb2-b12d21d0bc75,INVOICE,INV20438,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20438"", ""line_number"": ""2""}"
d6a80ad5-d3d3-478d-9fcc-73b618787581,INVOICE,INV20438,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20438"", ""line_number"": ""3""}"
bab991ab-1d24-4314-8c53-c4d57a9d8762,INVOICE,INV20216,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20216"", ""line_number"": ""1""}"
e32c36a1-f5f6-4b7a-99db-d90437febdff,INVOICE,INV20216,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20216"", ""line_number"": ""2""}"
aa444c02-3d16-4894-9e17-116aab024b4e,INVOICE,INV20216,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20216"", ""line_number"": ""3""}"
01fd4ed2-9990-4ed5-90fe-9f069c73e258,INVOICE,INV20202,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20202"", ""line_number"": ""1""}"
bd47beef-12e8-4f12-aeec-b5b1403a3090,INVOICE,INV20202,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20202"", ""line_number"": ""2""}"
c62976d6-b588-4d40-854d-04b787b88c0d,INVOICE,INV20202,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20202"", ""line_number"": ""3""}"
48d51012-ceef-4dd3-9852-a5b281a805fe,INVOICE,INV20202,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20202"", ""line_number"": ""4""}"
1f057847-5e20-4812-a9ba-d72d7d396306,INVOICE,INV20000,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20000"", ""line_number"": ""1""}"
ba5d6399-355d-4f5b-93cd-c587d48c742d,INVOICE,INV20000,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20000"", ""line_number"": ""2""}"
66dd0ec4-d2cf-499b-a055-39c1f779b660,INVOICE,INV20000,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20000"", ""line_number"": ""3""}"
d4d41ead-d401-4d32-91d0-5a4bc9dd70bf,INVOICE,INV20000,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20000"", ""line_number"": ""4""}"
3eef323b-d8ac-4648-9364-3d6e393a4dfb,INVOICE,invoice_number,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""invoice_number"", ""line_number"": ""line_number""}"
6076d7d2-8d89-482c-a300-02356fbe8c97,INVOICE,INV20025,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20025"", ""line_number"": ""1""}"
24c61ee8-3fe9-4aa9-8a44-39be4ccfbb56,INVOICE,INV20025,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20025"", ""line_number"": ""2""}"
b8ddfa5b-9128-4b7f-81dc-414bba1ec7e2,INVOICE,INV20031,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20031"", ""line_number"": ""1""}"
